date,portcalls,import,export
2025-10-22,3,122370,1498
2025-10-23,1,34008,0
2025-10-24,2,155964,0
2025-10-25,2,152177,0
2025-10-26,1,156279,0
2025-10-27,4,173246,0
2025-10-28,0,0,0
2025-10-29,5,174819,16311
2025-10-30,2,93080,0
2025-10-31,2,58779,11866
2025-11-01,4,161555,2781
2025-11-02,3,169514,0
2025-11-03,6,226055,56170
2025-11-04,3,111600,0
2025-11-05,3,231734,373
2025-11-06,1,71737,0
2025-11-07,2,113095,5259
2025-11-08,4,255989,30458
2025-11-09,2,97628,0
2025-11-10,3,126728,0
2025-11-11,4,174339,0
2025-11-12,6,316402,24787
2025-11-13,2,59553,0
2025-11-14,2,35485,0
2025-11-15,4,251055,0
2025-11-16,3,195835,10519
2025-11-17,0,0,0
2025-11-18,1,41472,0
2025-11-19,6,261047,30574
2025-11-20,3,28394,553
2025-11-21,3,161069,0
2025-11-22,4,169207,83537
2025-11-23,3,127360,131
2025-11-24,2,33199,27599
2025-11-25,3,207664,54345
2025-11-26,5,166221,5259
2025-11-27,4,163715,30204
2025-11-28,2,18932,0
2025-11-29,4,371476,0
2025-11-30,2,126403,0
2025-12-01,0,0,0
2025-12-02,1,58779,5259
2025-12-03,2,39765,345
2025-12-04,0,0,0
2025-12-05,1,58779,5259
2025-12-06,1,0,79383
2025-12-07,0,0,0
2025-12-08,0,0,0
2025-12-09,1,58779,5259
2025-12-10,10,384821,16363
2025-12-11,7,405542,0
2025-12-12,3,135956,0
2025-12-13,3,166642,0
2025-12-14,4,32754,43071
2025-12-15,3,82460,0
2025-12-16,3,148372,0
2025-12-17,4,199435,73431
2025-12-18,2,9524,42316
2025-12-19,2,150407,0
2025-12-20,4,293608,7330
2025-12-21,5,105739,22472
2025-12-22,3,250756,0
2025-12-23,4,81555,133840
2025-12-24,3,144439,0
2025-12-25,3,128809,0
2025-12-26,2,74970,11677
2025-12-27,3,92874,46619
2025-12-28,4,254631,10519
2025-12-29,4,37911,799
2025-12-30,0,0,0
2025-12-31,8,229800,86621
2026-01-01,2,169512,11538
2026-01-02,3,103635,0
2026-01-03,1,11518,373
2026-01-04,4,199733,0
2026-01-05,2,32835,0
2026-01-06,2,49635,0
2026-01-07,4,216874,5259
2026-01-08,1,78778,0
2026-01-09,2,48359,0
2026-01-10,4,203861,0
2026-01-11,1,32083,0
2026-01-12,3,42722,1033
2026-01-13,4,162749,373
2026-01-14,2,40221,10500
2026-01-15,5,154157,65067
2026-01-16,3,204587,0
2026-01-17,2,73140,42838
2026-01-18,3,235107,0
2026-01-19,2,109516,43725
2026-01-20,6,288206,11538
2026-01-21,2,2074,44664
2026-01-22,1,77136,0
2026-01-23,2,80189,0
2026-01-24,3,96891,0
2026-01-25,4,151067,2081
2026-01-26,3,183197,0
2026-01-27,3,148677,26663
2026-01-28,2,73573,9108
2026-01-29,5,170791,6223
2026-01-30,2,133611,0
2026-01-31,1,6183,0
2026-02-01,3,85360,0
2026-02-02,3,141518,0
2026-02-03,1,58779,5259
2026-02-04,2,125119,0
2026-02-05,4,162611,17901
2026-02-06,1,0,53080
2026-02-07,5,161179,574
2026-02-08,5,218063,25314
2026-02-09,1,0,17701
2026-02-10,3,12657,55820
2026-02-11,2,137256,5259
2026-02-12,2,140551,5259
2026-02-13,3,183333,0
2026-02-14,3,129397,5259
2026-02-15,2,89498,0
2026-02-16,3,184341,0
2026-02-17,2,117522,0
2026-02-18,2,75157,49755
2026-02-19,4,127478,10131
2026-02-20,2,93151,5259
2026-02-21,2,131697,5259
2026-02-22,1,0,73548
2026-02-23,2,92590,0
2026-02-24,4,125126,11677
2026-02-25,3,131891,0
2026-02-26,4,319603,0
2026-02-27,3,72480,0
2026-02-28,4,279768,53210
2026-03-01,1,73140,0
2026-03-02,2,169525,0
2026-03-03,2,178010,0
2026-03-04,2,84310,0
2026-03-05,2,73573,0
2026-03-06,4,184538,13691
2026-03-07,3,248109,25314
2026-03-08,1,78576,0
2026-03-09,3,125898,0
2026-03-10,3,93933,53333
2026-03-11,1,73140,0
2026-03-12,1,70367,0
2026-03-13,3,160536,5259
2026-03-14,0,0,0
2026-03-15,0,0,0
2026-03-16,4,195698,11856
2026-03-17,1,48059,6223
2026-03-18,0,0,0
2026-03-19,2,7498,16893
2026-03-20,7,329561,29674
2026-03-21,2,145992,0
2026-03-22,2,89254,0
2026-03-23,2,157932,0
2026-03-24,1,0,28546
2026-03-25,1,1044,0
2026-03-26,0,0,0
2026-03-27,2,86798,0
2026-03-28,3,95035,25314
2026-03-29,3,276630,0
2026-03-30,4,334404,0
2026-03-31,5,167572,0
2026-04-01,3,170630,0
2026-04-02,0,0,0
2026-04-03,2,95194,0
2026-04-04,3,132820,37138
2026-04-05,2,98524,0
2026-04-06,3,221669,0
2026-04-07,2,127629,0
2026-04-08,1,0,48109
2026-04-09,4,248418,0
2026-04-10,3,60656,9385
2026-04-11,4,197093,43901
2026-04-12,2,78986,34884
2026-04-13,3,132706,0
2026-04-14,2,78382,24414
2026-04-15,5,478925,0
2026-04-16,1,6258,0
2026-04-17,3,224489,0
2026-04-18,2,57254,12924
2026-04-19,2,78763,0
2026-04-20,3,322320,0
2026-04-21,3,61377,16311
2026-04-22,3,158367,0
2026-04-23,4,55760,12003
2026-04-24,4,220954,10519
2026-04-25,1,135889,0
2026-04-26,4,98670,25314
2026-04-27,3,179910,0
2026-04-28,2,13872,7276
2026-04-29,2,81714,0
2026-04-30,4,219956,0
2026-05-01,0,0,0
2026-05-02,2,58779,5259
2026-05-03,1,58779,5259
2026-05-04,4,309818,5259
2026-05-05,2,92129,0
2026-05-06,0,0,0
2026-05-07,1,58779,5259
2026-05-08,0,0,0
2026-05-09,3,77934,27151
2026-05-10,1,4185,0
2026-05-11,1,0,14199
2026-05-12,1,155418,0
2026-05-13,2,83890,49661
2026-05-14,2,136455,5259
2026-05-15,4,129047,34934
2026-05-16,2,107318,0
2026-05-17,1,38607,0
2026-05-18,2,107403,0
2026-05-19,3,90348,28582
2026-05-20,3,245457,0
2026-05-21,3,92047,0
2026-05-22,6,186382,30574
2026-05-23,0,0,0
2026-05-24,4,211146,0
2026-05-25,2,151828,0
2026-05-26,3,104762,5259
2026-05-27,1,0,408
2026-05-28,3,135121,11483
2026-05-29,1,164564,0
2026-05-30,2,114024,0
2026-05-31,4,205253,1371
2026-06-01,1,82277,0
2026-06-02,4,90629,0
2026-06-03,2,122868,0
2026-06-04,0,0,0
2026-06-05,6,243241,5259
2026-06-06,0,0,0
2026-06-07,3,213328,5259
2026-06-08,0,0,0
2026-06-09,3,85050,24414
2026-06-10,2,67211,25595
2026-06-11,1,70367,0
2026-06-12,0,0,0
2026-06-13,3,173637,0
2026-06-14,4,253420,2781
2026-06-15,1,25170,0
2026-06-16,6,223970,21910
2026-06-17,1,73140,0
2026-06-18,1,35553,0
2026-06-19,5,162225,41259
2026-06-20,3,189963,5259
2026-06-21,1,6871,0
2026-06-22,1,99768,0
2026-06-23,6,181725,14607
2026-06-24,0,0,0
2026-06-25,3,240027,5760
2026-06-26,4,365637,0
2026-06-27,0,0,0
2026-06-28,2,147896,0
2026-06-29,2,10326,50956
2026-06-30,3,113563,14541
2026-07-01,1,44158,0
2026-07-02,4,172315,0
2026-07-03,4,234319,0
2026-07-04,1,77373,0
2026-07-05,0,0,0
2026-07-06,2,125320,0
2026-07-07,5,145590,10519
2026-07-08,1,77905,0
2026-07-09,4,137076,9533
2026-07-10,3,87759,582
2026-07-11,4,127226,25314
2026-07-12,3,142251,0
2026-07-13,4,253449,5259
2026-07-14,1,78860,0
2026-07-15,2,89794,0
2026-07-16,2,132514,0
2026-07-17,2,47684,28562
2026-07-18,0,0,0
2026-07-19,1,58779,5259
2026-07-20,1,11518,373
2026-07-21,1,58779,5259
2026-07-22,2,79340,0
2026-07-23,1,1562,0
2026-07-24,1,77136,0
2026-07-25,3,148617,10519
2026-07-26,4,124244,6223
2026-07-27,5,179931,1381
2026-07-28,1,57929,0
2026-07-29,1,14890,0
2026-07-30,5,183745,30574
2026-07-31,3,88602,36744
2026-08-01,1,68997,0
2026-08-02,1,7322,0
2026-08-03,3,198521,5259
2026-08-04,2,36542,0
2026-08-05,2,112097,5259
2026-08-06,2,47903,0
2026-08-07,4,280469,0
2026-08-08,8,341531,21039
2026-08-09,1,60566,0
2026-08-10,1,54564,0
2026-08-11,2,82709,0
2026-08-12,2,39887,5
2026-08-13,3,98048,5259
2026-08-14,1,967,16311
2026-08-15,1,58779,5259
2026-08-16,4,192985,5259
2026-08-17,4,148424,35834
2026-08-18,1,33115,0
2026-08-19,2,62829,0
2026-08-20,2,106838,11483
2026-08-21,3,150814,0
2026-08-22,0,0,0
2026-08-23,1,11518,373
2026-08-24,2,58779,5259
2026-08-25,8,331438,32464
2026-08-26,2,137627,5259
2026-08-27,2,117558,10519
2026-08-28,2,117558,10519
