date,portcalls,import,export
2025-11-04,3,26348,0
2025-11-05,3,135376,0
2025-11-06,4,80677,3981
2025-11-07,6,55791,6627
2025-11-08,4,12220,4390
2025-11-09,4,75453,13527
2025-11-10,3,25104,0
2025-11-11,3,83920,581
2025-11-12,1,0,651
2025-11-13,4,24604,1892
2025-11-14,3,44140,3980
2025-11-15,2,11865,694
2025-11-16,1,0,1645
2025-11-17,4,19674,694
2025-11-18,2,339,905
2025-11-19,3,32068,694
2025-11-20,0,0,0
2025-11-21,2,0,368
2025-11-22,3,77702,7024
2025-11-23,1,0,1320
2025-11-24,4,43186,694
2025-11-25,1,3484,1197
2025-11-26,3,2187,0
2025-11-27,0,0,0
2025-11-28,1,0,0
2025-11-29,0,0,0
2025-11-30,4,35403,1753
2025-12-01,5,82570,1637
2025-12-02,4,26650,3090
2025-12-03,3,85823,0
2025-12-04,2,28845,1197
2025-12-05,3,79136,368
2025-12-06,4,8230,7093
2025-12-07,3,0,15118
2025-12-08,2,4746,1892
2025-12-09,1,3484,1197
2025-12-10,2,57035,1023
2025-12-11,1,3484,1197
2025-12-12,1,3484,1197
2025-12-13,2,34653,1995
2025-12-14,0,0,0
2025-12-15,1,15903,0
2025-12-16,2,0,524
2025-12-17,2,3785,1197
2025-12-18,3,6642,1197
2025-12-19,2,146681,0
2025-12-20,2,3852,1197
2025-12-21,3,6968,2395
2025-12-22,4,18824,694
2025-12-23,1,735,0
2025-12-24,1,42878,2549
2025-12-25,1,7741,0
2025-12-26,5,11706,30755
2025-12-27,2,3484,1197
2025-12-28,3,606,10975
2025-12-29,3,368,0
2025-12-30,0,0,0
2025-12-31,4,125249,4944
2026-01-01,0,0,0
2026-01-02,0,0,0
2026-01-03,4,4728,73125
2026-01-04,2,3484,1197
2026-01-05,0,0,0
2026-01-06,2,3549,733
2026-01-07,2,46362,3746
2026-01-08,1,6065,0
2026-01-09,3,91545,0
2026-01-10,2,3785,1197
2026-01-11,2,80065,0
2026-01-12,3,42878,3283
2026-01-13,2,3484,38911
2026-01-14,6,86403,53463
2026-01-15,0,0,0
2026-01-16,1,3484,1197
2026-01-17,3,123336,694
2026-01-18,3,25782,2395
2026-01-19,5,167679,2238
2026-01-20,2,39558,1197
2026-01-21,1,3484,1197
2026-01-22,2,24850,0
2026-01-23,4,84899,169
2026-01-24,1,3484,1197
2026-01-25,1,3484,1197
2026-01-26,4,80110,1892
2026-01-27,0,0,0
2026-01-28,2,12792,2424
2026-01-29,5,53504,2888
2026-01-30,2,3852,1197
2026-01-31,3,79178,34621
2026-02-01,2,27224,1197
2026-02-02,2,42878,3284
2026-02-03,1,22020,0
2026-02-04,2,52136,694
2026-02-05,1,3484,1197
2026-02-06,2,1262,1428
2026-02-07,5,75692,864
2026-02-08,4,57568,3746
2026-02-09,0,0,0
2026-02-10,4,124415,3746
2026-02-11,1,42878,2549
2026-02-12,2,10112,1197
2026-02-13,6,167282,4944
2026-02-14,6,160346,56165
2026-02-15,1,28,0
2026-02-16,3,150348,0
2026-02-17,2,71962,735
2026-02-18,2,79593,1197
2026-02-19,2,3484,33887
2026-02-20,4,69730,367
2026-02-21,1,3484,1197
2026-02-22,0,0,0
2026-02-23,4,0,7856
2026-02-24,5,35512,3259
2026-02-25,1,1262,694
2026-02-26,4,99980,1197
2026-02-27,7,100425,10530
2026-02-28,2,14087,1197
2026-03-01,1,3484,1197
2026-03-02,2,42878,2549
2026-03-03,4,23818,1892
2026-03-04,1,0,2385
2026-03-05,6,74294,16125
2026-03-06,4,86471,8471
2026-03-07,2,23511,694
2026-03-08,1,3484,1197
2026-03-09,3,42878,3651
2026-03-10,3,6403,1892
2026-03-11,2,28708,0
2026-03-12,1,9308,1227
2026-03-13,2,12838,2447
2026-03-14,3,84059,1197
2026-03-15,2,6968,2395
2026-03-16,3,26101,1892
2026-03-17,2,42878,3285
2026-03-18,1,3484,1197
2026-03-19,3,168208,1389
2026-03-20,2,3484,2173
2026-03-21,1,435,0
2026-03-22,1,3484,1197
2026-03-23,5,84309,2260
2026-03-24,3,88482,0
2026-03-25,1,3484,1197
2026-03-26,3,5263,1197
2026-03-27,2,72242,0
2026-03-28,2,1262,49400
2026-03-29,0,0,0
2026-03-30,3,7158,2395
2026-03-31,3,60250,1892
2026-04-01,4,95161,694
2026-04-02,2,6968,2395
2026-04-03,3,3817,1958
2026-04-04,2,36965,3696
2026-04-05,2,2759,27115
2026-04-06,2,3484,54645
2026-04-07,2,110083,0
2026-04-08,4,70983,3804
2026-04-09,4,87893,2549
2026-04-10,1,3484,1197
2026-04-11,4,45403,3967
2026-04-12,5,44645,5170
2026-04-13,3,85756,9029
2026-04-14,4,62550,0
2026-04-15,4,82637,33202
2026-04-16,4,22108,1669
2026-04-17,7,222470,8249
2026-04-18,4,107989,1607
2026-04-19,4,81721,5799
2026-04-20,5,24064,2376
2026-04-21,7,70856,48962
2026-04-22,1,2156,0
2026-04-23,2,3484,2221
2026-04-24,3,5834,3616
2026-04-25,4,41318,7509
2026-04-26,5,87397,1249
2026-04-27,4,43447,3754
2026-04-28,4,25607,190
2026-04-29,6,164058,0
2026-04-30,3,82169,0
2026-05-01,4,82572,2624
2026-05-02,3,0,16477
2026-05-03,6,123478,1944
2026-05-04,2,38206,0
2026-05-05,4,54861,13568
2026-05-06,2,75434,1197
2026-05-07,8,195029,33886
2026-05-08,7,130632,11831
2026-05-09,4,25835,3300
2026-05-10,3,68898,1197
2026-05-11,4,18678,3404
2026-05-12,2,3484,5468
2026-05-13,4,77361,57
2026-05-14,4,27135,5277
2026-05-15,6,46765,7401
2026-05-16,3,132614,3897
2026-05-17,4,17174,14589
2026-05-18,4,77119,3305
2026-05-19,3,11421,3212
2026-05-20,3,73775,26
2026-05-21,4,113696,1197
2026-05-22,3,82084,0
2026-05-23,0,0,0
2026-05-24,1,0,8538
2026-05-25,3,1371,7795
2026-05-26,2,0,2044
2026-05-27,1,3484,1197
2026-05-28,6,79613,32516
2026-05-29,4,72578,0
2026-05-30,5,183839,41992
2026-05-31,1,0,3161
2026-06-01,6,47088,19772
2026-06-02,3,17500,1892
2026-06-03,5,148845,3953
2026-06-04,2,77023,0
2026-06-05,3,14763,694
2026-06-06,7,108387,2020
2026-06-07,1,303,0
2026-06-08,5,46362,10728
2026-06-09,4,5499,694
2026-06-10,3,8743,5953
2026-06-11,7,129542,40987
2026-06-12,2,74765,2439
2026-06-13,4,80016,358
2026-06-14,5,32155,5336
2026-06-15,4,77398,2549
2026-06-16,5,19053,1944
2026-06-17,1,2645,0
2026-06-18,4,23473,1892
2026-06-19,3,22782,1249
2026-06-20,3,51601,2549
2026-06-21,6,34849,694
2026-06-22,3,44530,2625
2026-06-23,2,1179,0
2026-06-24,3,182233,0
2026-06-25,4,84531,0
2026-06-26,3,54595,2115
2026-06-27,6,70585,35894
2026-06-28,1,1262,694
2026-06-29,3,9535,2731
2026-06-30,5,48305,1581
2026-07-01,2,3029,1588
2026-07-02,2,3484,3502
2026-07-03,3,4746,2608
2026-07-04,3,77266,76
2026-07-05,4,57874,15437
2026-07-06,3,8717,1310
2026-07-07,7,202650,7382
2026-07-08,4,82930,410
2026-07-09,3,115729,4725
2026-07-10,2,54148,0
2026-07-11,4,4746,5799
2026-07-12,7,98317,58038
2026-07-13,4,7999,5068
2026-07-14,4,62101,44541
2026-07-15,4,43227,12636
2026-07-16,3,71606,0
2026-07-17,4,18821,1197
2026-07-18,7,128808,5125
2026-07-19,4,88063,1197
2026-07-20,4,105582,2405
2026-07-21,2,110763,0
2026-07-22,5,121412,2549
2026-07-23,2,73755,0
2026-07-24,4,94410,3909
2026-07-25,3,301,1225
2026-07-26,4,93402,0
2026-07-27,7,97393,13253
2026-07-28,4,40928,2302
2026-07-29,3,91863,0
2026-07-30,3,44622,2549
2026-07-31,2,99006,0
2026-08-01,1,3438,0
2026-08-02,2,2514,2405
2026-08-03,2,76550,5474
2026-08-04,2,78351,0
2026-08-05,5,90777,10056
2026-08-06,6,121911,18187
2026-08-07,2,7070,1197
2026-08-08,4,107643,2549
2026-08-09,3,45416,3244
2026-08-10,2,3416,694
2026-08-11,5,25068,694
2026-08-12,4,44083,76
2026-08-13,5,87709,5991
2026-08-14,5,63895,2576
2026-08-15,4,100861,0
2026-08-16,4,77945,7347
2026-08-17,2,83639,0
2026-08-18,4,131092,2549
2026-08-19,1,2984,0
2026-08-20,2,79273,0
2026-08-21,4,51627,3244
2026-08-22,2,2872,76
2026-08-23,5,6634,1737
2026-08-24,5,196357,3746
2026-08-25,2,73680,0
2026-08-26,5,48868,4786
2026-08-27,1,42878,2549
2026-08-28,3,15995,7582
