date,portcalls,import,export
2025-08-05,7,68066,73405
2025-08-06,5,94680,55218
2025-08-07,4,42419,22691
2025-08-08,3,86958,4131
2025-08-09,5,34982,95765
2025-08-10,4,44615,30291
2025-08-11,4,112839,62670
2025-08-12,4,56997,4131
2025-08-13,4,36563,22132
2025-08-14,6,159901,36048
2025-08-15,3,0,119168
2025-08-16,8,148856,67586
2025-08-17,5,104305,50067
2025-08-18,3,69970,31473
2025-08-19,4,38905,27503
2025-08-20,5,31387,13069
2025-08-21,3,1885,7290
2025-08-22,5,119019,24162
2025-08-23,0,0,0
2025-08-24,4,51819,21502
2025-08-25,0,0,0
2025-08-26,1,0,768
2025-08-27,1,14095,8426
2025-08-28,3,43344,45106
2025-08-29,5,68665,35724
2025-08-30,3,95544,43605
2025-08-31,5,111885,36048
2025-09-01,5,34294,55910
2025-09-02,5,71378,39752
2025-09-03,6,75052,8241
2025-09-04,4,30879,0
2025-09-05,5,145205,18964
2025-09-06,4,85596,27868
2025-09-07,1,27197,0
2025-09-08,10,250689,42226
2025-09-09,5,68588,140890
2025-09-10,3,70234,35605
2025-09-11,3,60958,15736
2025-09-12,2,78633,4427
2025-09-13,3,113203,19868
2025-09-14,1,34294,15736
2025-09-15,4,99739,34701
2025-09-16,5,115157,67147
2025-09-17,4,94349,31473
2025-09-18,6,118685,120631
2025-09-19,7,174790,27938
2025-09-20,2,68588,31473
2025-09-21,3,58595,6831
2025-09-22,7,140616,45776
2025-09-23,1,47493,0
2025-09-24,6,108201,72861
2025-09-25,3,102883,47210
2025-09-26,5,50425,107883
2025-09-27,5,34294,65619
2025-09-28,5,71392,5577
2025-09-29,6,142032,53624
2025-09-30,6,76059,38003
2025-10-01,5,196297,36048
2025-10-02,3,62950,385
2025-10-03,3,68588,31473
2025-10-04,3,12946,0
2025-10-05,7,51425,84437
2025-10-06,4,63383,17277
2025-10-07,6,159280,62665
2025-10-08,8,174553,44031
2025-10-09,2,34294,84952
2025-10-10,5,68665,66409
2025-10-11,6,270715,19456
2025-10-12,4,102291,10512
2025-10-13,6,88338,75537
2025-10-14,6,107913,27868
2025-10-15,3,3835,6154
2025-10-16,3,102883,47210
2025-10-17,3,34294,105004
2025-10-18,3,37263,19401
2025-10-19,3,47770,11634
2025-10-20,3,38910,23096
2025-10-21,4,34710,24712
2025-10-22,5,88171,74249
2025-10-23,5,4648,41579
2025-10-24,5,147174,21140
2025-10-25,1,34294,15736
2025-10-26,4,104529,51342
2025-10-27,1,0,14404
2025-10-28,0,0,0
2025-10-29,7,288326,24162
2025-10-30,5,39967,14826
2025-10-31,7,139177,90274
2025-11-01,4,45155,15736
2025-11-02,4,89416,18885
2025-11-03,1,0,79413
2025-11-04,8,117990,44031
2025-11-05,7,150653,63073
2025-11-06,2,110193,15736
2025-11-07,4,117836,7359
2025-11-08,2,34294,20808
2025-11-09,2,34294,70226
2025-11-10,6,73684,24119
2025-11-11,4,10065,45781
2025-11-12,6,216042,50488
2025-11-13,4,49701,9649
2025-11-14,7,116087,91356
2025-11-15,2,0,0
2025-11-16,5,84534,115547
2025-11-17,5,76589,15736
2025-11-18,4,62973,36252
2025-11-19,4,68588,32605
2025-11-20,6,107634,35944
2025-11-21,2,35940,19868
2025-11-22,3,111220,4131
2025-11-23,4,68588,32422
2025-11-24,5,148435,31473
2025-11-25,6,257185,24162
2025-11-26,2,96159,0
2025-11-27,6,68224,39742
2025-11-28,7,218597,18964
2025-11-29,4,168565,31062
2025-11-30,4,83047,15912
2025-12-01,6,177231,18174
2025-12-02,0,0,0
2025-12-03,4,126345,42184
2025-12-04,2,57050,8426
2025-12-05,7,61505,42305
2025-12-06,8,316899,0
2025-12-07,6,82293,29060
2025-12-08,2,45072,0
2025-12-09,1,28081,0
2025-12-10,2,34762,15736
2025-12-11,3,48389,80037
2025-12-12,1,1646,4131
2025-12-13,0,0,0
2025-12-14,1,1266,0
2025-12-15,2,34294,17878
2025-12-16,2,83238,0
2025-12-17,3,62329,29811
2025-12-18,0,0,0
2025-12-19,2,9624,4575
2025-12-20,3,68790,16122
2025-12-21,5,106175,55474
2025-12-22,4,152026,16122
2025-12-23,3,28678,20515
2025-12-24,2,34294,43364
2025-12-25,5,172360,81374
2025-12-26,4,171934,48566
2025-12-27,2,0,36798
2025-12-28,3,34294,94280
2025-12-29,4,99975,11097
2025-12-30,3,110727,16264
2025-12-31,3,43208,37086
2026-01-01,3,36017,24119
2026-01-02,5,96993,20943
2026-01-03,2,49067,15383
2026-01-04,5,154587,21048
2026-01-05,3,64839,16122
2026-01-06,4,91833,19499
2026-01-07,3,39616,2323
2026-01-08,2,64495,15736
2026-01-09,0,0,0
2026-01-10,2,43919,20312
2026-01-11,3,165381,15736
2026-01-12,2,21986,0
2026-01-13,3,0,61008
2026-01-14,2,1723,8383
2026-01-15,2,38785,385
2026-01-16,4,178580,35936
2026-01-17,7,298607,22476
2026-01-18,3,55124,41332
2026-01-19,6,100779,142432
2026-01-20,2,34294,91709
2026-01-21,5,45299,30107
2026-01-22,3,121579,15615
2026-01-23,4,75823,47239
2026-01-24,4,173592,89087
2026-01-25,2,36535,4251
2026-01-26,6,207192,49517
2026-01-27,2,44833,15736
2026-01-28,4,57393,8811
2026-01-29,2,34294,54013
2026-01-30,2,1646,31026
2026-01-31,4,169848,19988
2026-02-01,4,104726,0
2026-02-02,4,36321,83320
2026-02-03,2,34294,15736
2026-02-04,4,91832,0
2026-02-05,7,201709,140939
2026-02-06,6,195470,77759
2026-02-07,6,31073,118591
2026-02-08,4,0,33138
2026-02-09,6,105684,54769
2026-02-10,4,120413,24162
2026-02-11,8,159789,219448
2026-02-12,4,53569,26205
2026-02-13,6,97267,106713
2026-02-14,4,78524,3227
2026-02-15,3,87549,29626
2026-02-16,5,234557,46411
2026-02-17,4,197340,3006
2026-02-18,2,42658,15736
2026-02-19,9,272043,32239
2026-02-20,7,367042,74634
2026-02-21,3,39895,18909
2026-02-22,5,184727,47210
2026-02-23,2,106890,0
2026-02-24,5,76410,106678
2026-02-25,3,75778,57799
2026-02-26,6,174765,36282
2026-02-27,0,0,0
2026-02-28,5,86155,95750
2026-03-01,8,194741,173701
2026-03-02,7,119308,75415
2026-03-03,8,298321,44980
2026-03-04,6,132160,16047
2026-03-05,6,172534,18667
2026-03-06,9,329632,140238
2026-03-07,3,92927,22140
2026-03-08,4,39576,21209
2026-03-09,2,39324,78423
2026-03-10,8,192431,145479
2026-03-11,2,40691,15736
2026-03-12,9,324742,173976
2026-03-13,3,13643,17174
2026-03-14,5,72143,95875
2026-03-15,3,245134,0
2026-03-16,4,69140,67049
2026-03-17,3,48389,45219
2026-03-18,3,12594,66436
2026-03-19,3,50035,28294
2026-03-20,8,114493,112325
2026-03-21,5,72862,103195
2026-03-22,2,14095,15648
2026-03-23,4,233819,15736
2026-03-24,3,0,69629
2026-03-25,6,87472,42572
2026-03-26,12,457708,105288
2026-03-27,4,54748,3709
2026-03-28,4,117334,8083
2026-03-29,5,136282,28120
2026-03-30,4,48103,28569
2026-03-31,4,65644,13282
2026-04-01,7,163237,144510
2026-04-02,5,48389,46673
2026-04-03,5,95719,96616
2026-04-04,6,125042,100497
2026-04-05,2,14570,4131
2026-04-06,2,0,86083
2026-04-07,2,34294,36953
2026-04-08,3,48155,78032
2026-04-09,0,0,0
2026-04-10,4,119661,33942
2026-04-11,8,301554,3361
2026-04-12,6,43919,210664
2026-04-13,10,488814,56310
2026-04-14,0,0,0
2026-04-15,2,26955,15442
2026-04-16,4,65158,93768
2026-04-17,5,199619,109496
2026-04-18,3,89441,69534
2026-04-19,5,92423,142938
2026-04-20,6,227806,48925
2026-04-21,3,49346,0
2026-04-22,6,236263,31216
2026-04-23,9,239696,112858
2026-04-24,3,47618,9688
2026-04-25,10,287109,38007
2026-04-26,5,170583,69844
2026-04-27,11,377749,43053
2026-04-28,7,124638,85524
2026-04-29,8,111476,145509
2026-04-30,2,26425,54304
2026-05-01,8,138111,197083
2026-05-02,6,52296,124681
2026-05-03,7,160224,118110
2026-05-04,10,113619,89436
2026-05-05,6,239659,7851
2026-05-06,7,116306,85204
2026-05-07,4,72145,25591
2026-05-08,5,246581,12132
2026-05-09,13,229715,122828
2026-05-10,5,245736,95500
2026-05-11,8,217346,34455
2026-05-12,8,338938,104861
2026-05-13,7,53862,59904
2026-05-14,7,234474,62603
2026-05-15,5,146802,92636
2026-05-16,7,144227,149344
2026-05-17,7,142769,78666
2026-05-18,7,68780,162219
2026-05-19,9,238224,11719
2026-05-20,10,368180,165451
2026-05-21,6,104952,92599
2026-05-22,7,116003,17213
2026-05-23,4,12004,53075
2026-05-24,8,285347,78680
2026-05-25,5,196411,103482
2026-05-26,7,247381,136992
2026-05-27,9,200729,99611
2026-05-28,6,12407,146213
2026-05-29,7,186146,20919
2026-05-30,11,217564,134285
2026-05-31,7,334860,33011
2026-06-01,7,20033,124856
2026-06-02,9,240978,59769
2026-06-03,12,304679,220324
2026-06-04,9,226598,85793
2026-06-05,10,163919,96359
2026-06-06,7,148107,49092
2026-06-07,5,0,15095
2026-06-08,9,147989,102828
2026-06-09,14,371349,33577
2026-06-10,10,134550,73645
2026-06-11,9,206358,142318
2026-06-12,8,289072,119668
2026-06-13,9,277171,77751
2026-06-14,9,95043,30770
2026-06-15,6,176343,40371
2026-06-16,10,187729,79494
2026-06-17,12,265772,109428
2026-06-18,7,93123,105219
2026-06-19,8,330192,22608
2026-06-20,6,122834,132910
2026-06-21,9,68124,166651
2026-06-22,12,321167,121711
2026-06-23,7,24379,114467
2026-06-24,7,267655,55308
2026-06-25,6,122132,116193
2026-06-26,11,324816,124792
2026-06-27,10,80768,92922
2026-06-28,6,50634,74765
2026-06-29,10,297121,16707
2026-06-30,9,172829,186404
2026-07-01,6,66485,36161
2026-07-02,6,97366,81707
2026-07-03,8,76428,104644
2026-07-04,4,102213,16960
2026-07-05,7,279627,16104
2026-07-06,6,86881,85293
2026-07-07,7,129638,114970
2026-07-08,5,82268,124366
2026-07-09,9,445446,7661
2026-07-10,7,160966,38459
2026-07-11,7,359468,123672
2026-07-12,3,65138,15736
2026-07-13,5,113667,33241
2026-07-14,9,133581,235245
2026-07-15,7,220358,75951
2026-07-16,6,56951,69254
2026-07-17,6,34775,116948
2026-07-18,8,309868,79803
2026-07-19,8,222574,35452
2026-07-20,8,137742,40042
2026-07-21,8,208249,95756
2026-07-22,8,105251,163930
2026-07-23,8,333783,49744
2026-07-24,9,73549,139068
2026-07-25,7,167759,53661
2026-07-26,4,48076,100239
2026-07-27,8,247108,77084
2026-07-28,4,1552,152754
2026-07-29,9,135981,72645
2026-07-30,4,50592,24162
2026-07-31,8,240187,150734
2026-08-01,6,69675,70641
2026-08-02,4,106356,33192
2026-08-03,6,124454,55067
2026-08-04,2,46569,15736
2026-08-05,7,107489,138155
2026-08-06,8,276536,41686
2026-08-07,9,75016,238080
2026-08-08,8,374371,129418
2026-08-09,5,138737,33148
2026-08-10,9,78187,143160
2026-08-11,8,232581,46510
2026-08-12,7,98357,175807
2026-08-13,4,78660,104654
2026-08-14,4,31641,13974
2026-08-15,3,79047,6651
2026-08-16,5,174364,31473
2026-08-17,6,113610,83669
2026-08-18,9,56459,207179
2026-08-19,8,158971,96225
2026-08-20,5,129895,33458
2026-08-21,7,38226,107471
2026-08-22,5,98675,133661
2026-08-23,7,223761,26426
2026-08-24,9,175916,100403
2026-08-25,8,147366,77617
2026-08-26,9,179378,94127
2026-08-27,5,191986,94153
2026-08-28,7,126424,115097
