Date,Global_LSCI,LSCI_lag7,LSCI_lag14,LSCI_lag28,LSCI_rolling14,IIP_Value,IIP_lag7,IIP_lag14,IIP_lag28,IIP_rolling14
2024-06-06,0.4027535276774815,0.2884512233512905,0.3006878572032347,0.3255917489132566,0.3423910742106187,0.7173351434881403,0.939507293790279,0.9430214129671858,0.9500910211738846,0.8620895456433552
2024-06-07,0.4027535276774815,0.2884512233512905,0.3006878572032347,0.3255917489132566,0.3514775904740255,0.7173351434881403,0.939507293790279,0.9430214129671858,0.9500910211738846,0.8461760817047077
2024-06-08,0.4027535276774815,0.415565703561293,0.3006878572032347,0.3255917489132566,0.3605641067374323,0.7173351434881403,0.7209693065400811,0.9430214129671858,0.9500910211738846,0.8302626177660585
2024-06-09,0.4027535276774815,0.415565703561293,0.3006878572032347,0.3255917489132566,0.3696506230008434,0.7173351434881403,0.7209693065400811,0.9430214129671858,0.9500910211738846,0.8143491538274128
2024-06-10,0.4027535276774815,0.415565703561293,0.3006878572032347,0.3255917489132566,0.3787371392642545,0.7173351434881403,0.7209693065400811,0.9430214129671858,0.9500910211738846,0.7984356898887652
2024-06-11,0.4027535276774815,0.415565703561293,0.3006878572032347,0.3255917489132566,0.3878236555276614,0.7173351434881403,0.7209693065400811,0.9430214129671858,0.9500910211738846,0.7825222259501161
2024-06-12,0.4027535276774815,0.415565703561293,0.3006878572032347,0.3255917489132566,0.3969101717910682,0.7173351434881403,0.7209693065400811,0.9430214129671858,0.9500910211738846,0.7666087620114687
2024-06-13,0.4027535276774815,0.415565703561293,0.3006878572032347,0.3255917489132566,0.405996688054475,0.7173351434881403,0.7209693065400811,0.9430214129671858,0.9500910211738846,0.7506952980728194
2024-06-14,0.4027535276774815,0.415565703561293,0.3006878572032347,0.3255917489132566,0.4150832043178817,0.7173351434881403,0.7209693065400811,0.9430214129671858,0.9500910211738846,0.734781834134172
2024-06-15,0.4027535276774815,0.415565703561293,0.4283054037123892,0.3255917489132566,0.4150832043178817,0.7173351434881403,0.7209693065400811,0.7242927727997724,0.9500910211738846,0.734781834134172
2024-06-16,0.4027535276774815,0.415565703561293,0.4283054037123892,0.3255917489132566,0.4150832043178817,0.7173351434881403,0.7209693065400811,0.7242927727997724,0.9500910211738846,0.734781834134172
2024-06-17,0.4027535276774815,0.415565703561293,0.4283054037123892,0.3255917489132566,0.4150832043178817,0.7173351434881403,0.7209693065400811,0.7242927727997724,0.9500910211738846,0.734781834134172
2024-06-18,0.4027535276774815,0.415565703561293,0.4283054037123892,0.3255917489132566,0.4150832043178817,0.7173351434881403,0.7209693065400811,0.7242927727997724,0.9500910211738846,0.734781834134172
