Date,sentiment,sentiment_lag7,sentiment_lag14,sentiment_lag28,sentiment_rolling14
2020-03-28,0.12040330704852892,1.7450589247683579,-2.102483292034634,-0.6147858415115716,-1.8121036743947398
2020-03-29,2.428847883888837,-0.6565314515416107,0.6187990808199767,-1.071502957880657,-1.4111984494469303
2020-03-30,-0.5722958401584505,-1.5986840092100625,-0.9070571607260585,0.3913751631259161,-1.333592943178683
2020-03-31,-2.2886673095236123,-1.7342514375069882,-2.816999760492348,0.3570561853655554,-1.2109034180868756
2020-04-01,0.8270102599772087,0.19853330823390808,0.45958100540968194,-1.615299260133165,-1.1278217279833525
2020-04-02,-1.189184655357378,-1.1556406316048304,-0.6302602453036257,0.6300223767126084,-1.2475781365402305
2020-04-03,1.2742177384209445,-0.941828138809313,-0.8596301006149338,-1.593432326725163,-0.7734250392868516
2020-04-04,0.46402944810744423,0.12625551992693587,1.7436409190535862,-0.7235124758152454,-1.0550536039110676
2020-04-05,1.9886336288351134,2.4313634959689265,-0.647729998568828,-1.2414970469069344,-0.47038875650651035
2020-04-06,-1.2599306780183284,-0.5654424074323798,-1.585873425772966,0.8702747967232288,-0.39387026333225744
2020-04-07,-1.8994363601406425,-2.2793330520585173,-1.7208639756202924,-1.0131726275360269,-0.4284013761112673
2020-04-08,-0.38215880500843213,0.8318411508161386,0.20369621440291158,-0.563135388468467,-0.5551475272416744
2020-04-09,-0.5912414578598381,-1.1814395782167455,-1.1447153253319389,-1.627460656363231,-0.42902692623747446
2020-04-10,0.819733420450994,1.278402240412354,-0.931812666269335,-0.9862664400289444,-0.03906087153078038
2020-04-11,0.2326560919292497,0.46938498748193314,0.13172598890053633,-2.0929121686936614,-0.014314817059775142
2020-04-12,0.705924388401945,1.9917855218333502,2.4270250666541733,0.6218593147762905,-0.3941321972165153
2020-04-13,-1.2218937070947733,-1.2520833453424942,-0.5570285645751045,-0.9003461916219706,-0.537335630579316
2020-04-14,0.5003722436019327,-1.8906646928756636,-2.2636261109233184,-2.805719098392718,0.07750635108528944
2020-04-15,1.877135708409682,-0.37558019429439327,0.8343091497280113,0.46302218155978475,0.30900583304390583
2020-04-16,0.646183668298909,-0.584360641343062,-1.1704044899961563,-0.6242115353301255,0.7136116034915365
2020-04-17,-1.5947580370101573,0.8245748291549903,1.2789699932824308,-0.8530326046091556,0.08114773286015278
2020-04-18,0.6639451848939599,0.23834605584772753,0.47339534175289694,1.7440098774344466,0.12521902888534342
2020-04-19,-0.4758836967447231,0.7109302954486785,1.9893176233930334,-0.6416394907899176,-0.4180822357410933
2020-04-20,-0.17196441278496577,-1.2141013526448936,-1.2407476475480175,-1.5775383335501914,-0.17824076997532992
2020-04-21,-0.011239133448455618,0.5056752534932897,-1.876611647541768,-1.7122059075289355,0.23801109828233707
2020-04-22,-1.3122067900480838,1.880448759294937,-0.3679742698326241,0.20774961572526443,0.032982616156966287
2020-04-23,0.5497209755397066,0.651275923935679,-0.5758662959522161,-1.1374357397415409,0.28450705322351694
2020-04-24,1.681951442293904,-1.586426748494742,0.8270737483581662,-0.9250424676049996,0.4745824634423291
2020-04-25,-0.7838884757497357,0.6690117682269437,0.24333954730992222,0.1359515848403641,0.25048586511990195
2020-04-26,-1.7033830483914636,-0.46916961708690846,0.7139128048713748,2.4257589728858555,-0.2806444149140471
2020-04-27,0.6153854306997788,-0.16568961476971583,-1.2029272791678165,-0.5511550673532953,0.12438259328549968
2020-04-28,0.14318541233444732,-0.005196646011819584,0.5095311822311062,-2.253669440283255,0.04564098529543311
2020-04-29,1.0721048362482264,-1.3042838980459044,1.8784546308432042,0.8368537583181604,-0.13182755443404087
2020-04-30,0.5589634672415705,0.5549526573082093,0.6545122798890838,-1.1630634409901344,-0.15105519184749477
2020-05-01,-0.6573142995934268,1.685546610404183,-1.5736683232319697,1.2804507146424449,0.05560367914859965
2020-05-02,3.6054496832187546,-0.7767292093190509,0.6721726530551261,0.4768034659798513,0.7040564602497495
2020-05-03,2.2898475706838655,-1.6948947544606585,-0.4611654426782479,1.9890987802791655,1.31376014527347
2020-05-04,1.9625751815713561,0.6205222017757285,-0.15897683517041694,-1.2332382968169133,1.7843180305730362
2020-05-05,0.31426639948424817,0.1490046962045311,0.0008331897848877996,-1.8675809404791988,1.8560755166534528
2020-05-06,-0.5650859800887558,1.076581470040202,-1.2927260718663867,-0.3625531003857793,2.0207778202918054
2020-05-07,1.8756869258795767,0.5641817900126339,0.5585988965013455,-0.5699477279261135,2.3130861640774407
2020-05-08,-0.40965499896807794,-0.650337982106566,1.6843818467260403,0.82963566823451,1.851992864856638
2020-05-09,1.4030216254324608,3.606264647796916,-0.7674162802710555,0.24729809873431097,2.3340957948155805
2020-05-10,-0.2608871167011133,2.2925640923117347,-1.6816747665946945,0.716745471507796,2.6520930982922244
2020-05-11,-0.23683999673325862,1.9657647391671382,0.6238894236737184,-1.1955084167437937,2.464220549105645
2020-05-12,-0.6878949977309925,0.3198384047477638,0.1543783608815129,0.5128528485209781,2.281009405443436
2020-05-13,1.9482744435721204,-0.5582429684163701,1.078008028410773,1.8785010364549166,2.4741604337383274
2020-05-14,0.28469937710638005,1.8790020708194146,0.5677887565882058,0.6574870671122579,2.413699090875984
2020-05-15,-0.5338074059368275,-0.40303664555298535,-0.6415628841298926,-1.5653624327096014,2.440926106412556
2020-05-16,-0.11111477259821795,1.4070199556801166,3.596926675720205,0.675105186399275,1.6216118545089067
2020-05-17,1.2445580078105296,-0.25448379077237054,2.288816294432518,-0.45552130577162137,1.3911784404219167
2020-05-18,0.5373922340435234,-0.23047142825136424,1.9634075666508168,-0.15405570908266533,1.0769977732059821
